0.000000,0.407558,0.498941
0.021000,0.407558,0.498941
0.021000,0.407558,0.498941
0.021000,0.407558,0.498941
0.043000,0.407558,0.498941
0.043000,0.407558,0.498941
0.064000,0.407558,0.498941
0.064000,0.407558,0.498941
0.085000,0.407558,0.498941
0.107000,0.407558,0.498941
0.107000,0.407558,0.498941
0.128000,0.407558,0.498941
0.128000,0.407558,0.498941
0.149000,0.407558,0.498941
0.149000,0.407564,0.498061
0.171000,0.407564,0.498061
0.192000,0.407564,0.498061
0.192000,0.407716,0.498071
0.192000,0.407716,0.498071
0.213000,0.407996,0.498093
0.213000,0.407996,0.498093
0.235000,0.407996,0.498093
0.235000,0.407996,0.498093
0.256000,0.407996,0.498093
0.256000,0.407996,0.498093
0.277000,0.408003,0.497213
0.299000,0.408003,0.497213
0.299000,0.408282,0.497236
0.320000,0.408282,0.497236
0.320000,0.408282,0.497236
0.341000,0.408287,0.496835
0.341000,0.408439,0.496844
0.341000,0.408439,0.496844
0.363000,0.408726,0.495990
0.384000,0.408726,0.495990
0.384000,0.408726,0.495990
0.405000,0.408726,0.495990
0.405000,0.409014,0.495138
0.427000,0.409166,0.495147
0.427000,0.409166,0.495147
0.448000,0.409174,0.494269
0.448000,0.409454,0.494296
0.469000,0.409454,0.494296
0.491000,0.409454,0.494296
0.491000,0.409894,0.493454
0.512000,0.409894,0.493454
0.512000,0.410173,0.493481
0.512000,0.410182,0.492606
0.533000,0.410616,0.492158
0.533000,0.410616,0.492158
0.555000,0.410616,0.492158
0.555000,0.410904,0.491311
0.576000,0.411058,0.491317
0.597000,0.411336,0.491345
0.597000,0.411614,0.491374
0.619000,0.411778,0.490506
0.619000,0.411778,0.490506
0.640000,0.412056,0.490536
0.640000,0.412343,0.489693
0.661000,0.412500,0.489210
0.661000,0.412778,0.489239
0.683000,0.412778,0.489239
0.683000,0.413221,0.488402
0.704000,0.413499,0.487941
0.704000,0.413933,0.487974
0.725000,0.413933,0.487974
0.725000,0.414376,0.487138
0.747000,0.414653,0.487169
0.747000,0.415087,0.487202
0.768000,0.415364,0.486737
0.789000,0.415799,0.486769
0.789000,0.416074,0.486799
0.811000,0.416510,0.486332
0.811000,0.416785,0.486361
0.832000,0.417220,0.486392
0.832000,0.417655,0.486424
0.832000,0.418366,0.485980
0.853000,0.418641,0.486009
