0.000000,0.293819,0.619737
0.204000,0.294174,0.617878
0.417000,0.294907,0.614982
0.609000,0.295518,0.612469
0.801000,0.301575,0.603865
1.015000,0.315761,0.599277
1.207000,0.329638,0.563499
1.420000,0.352887,0.505197
1.612000,0.372065,0.464505
1.804000,0.384820,0.468453
2.017000,0.398221,0.469205
2.209000,0.407608,0.464790
2.401000,0.414733,0.460700
2.615000,0.418743,0.461348
2.807000,0.414665,0.464894
3.020000,0.404107,0.463085
3.212000,0.390144,0.465441
3.404000,0.372214,0.465822
3.617000,0.350997,0.467071
3.809000,0.333734,0.459865
4.001000,0.323295,0.439723
4.215000,0.325579,0.388072
4.407000,0.337303,0.338455
4.620000,0.348047,0.317541
4.812000,0.360895,0.307497
5.004000,0.366315,0.288545
5.217000,0.383309,0.262370
5.409000,0.418783,0.289202
5.601000,0.482180,0.362160
5.815000,0.518058,0.385739
6.007000,0.533966,0.409911
6.220000,0.520318,0.428286
6.412000,0.506395,0.438180
6.604000,0.497751,0.444223
6.817000,0.486248,0.451215
7.009000,0.476674,0.458029
7.201000,0.463801,0.463808
7.415000,0.453589,0.464871
7.607000,0.437393,0.497193
7.820000,0.421575,0.587366
8.012000,0.394984,0.596790
8.204000,0.359921,0.583179
8.417000,0.308862,0.550196
8.609000,0.262993,0.505717
8.801000,0.230243,0.474430
9.015000,0.209861,0.452705
9.207000,0.201944,0.435770
9.420000,0.210136,0.409855
9.612000,0.231648,0.395831
9.804000,0.259888,0.385484
10.017000,0.286158,0.378360
10.209000,0.319252,0.376709
10.401000,0.358366,0.377304
10.615000,0.403337,0.375624
10.807000,0.439624,0.381161
11.020000,0.470804,0.390878
11.212000,0.490797,0.405415
11.404000,0.502770,0.412204
11.617000,0.510453,0.412309
11.809000,0.514710,0.421144
12.001000,0.517584,0.428598
12.215000,0.510917,0.431237
12.407000,0.498460,0.439156
12.620000,0.482159,0.447702
12.812000,0.464793,0.460039
13.004000,0.448630,0.465255
13.217000,0.428861,0.471155
13.409000,0.417695,0.470522
13.601000,0.413712,0.472038
13.815000,0.422156,0.474113
14.007000,0.432798,0.472052
14.220000,0.451351,0.468458
14.412000,0.471995,0.464166
14.604000,0.487090,0.454191
14.817000,0.489552,0.430229
15.009000,0.484416,0.409057
15.201000,0.484369,0.405236
15.415000,0.480983,0.403698
15.607000,0.479484,0.404097
15.820000,0.491397,0.419642
16.011999,0.513444,0.446840
16.204000,0.522826,0.456891
16.417000,0.528976,0.466065
16.608999,0.530623,0.472955
16.801001,0.533906,0.473621
17.014999,0.541740,0.471577
17.207001,0.547344,0.476345
17.420000,0.550355,0.468867
17.612000,0.546362,0.465288
17.804001,0.544554,0.466574
18.017000,0.540767,0.466777
18.209000,0.535092,0.463914
18.400999,0.531502,0.462491
18.615000,0.529388,0.465482
18.806999,0.528444,0.464254
19.020000,0.529784,0.462053
19.212000,0.529808,0.460016
19.403999,0.530546,0.458142
19.617001,0.531010,0.457548
19.809000,0.530977,0.458041
20.000999,0.531864,0.459512
20.215000,0.553828,0.464043
20.407000,0.588219,0.464367
20.620001,0.598638,0.460029
20.812000,0.598651,0.458689
21.004000,0.595329,0.455912
21.216999,0.592039,0.454900
21.409000,0.592343,0.452192
21.601000,0.590650,0.451678
21.815001,0.590630,0.451283
22.007000,0.589207,0.452108
22.219999,0.586931,0.452374
22.412001,0.585542,0.453074
22.604000,0.584137,0.454247
22.816999,0.583442,0.454579
23.009001,0.582991,0.455035
23.201000,0.581551,0.455470
23.415001,0.577789,0.457664
23.607000,0.561535,0.457026
23.820000,0.523830,0.447898
24.011999,0.496772,0.434515
24.204000,0.482098,0.428628
24.417000,0.480511,0.427921
24.608999,0.465297,0.430619
24.801001,0.415739,0.417421
25.014999,0.386748,0.414427
25.207001,0.378753,0.418869
25.420000,0.365144,0.423748
25.612000,0.355970,0.420835
