0.000000,0.296189,0.473897
0.021000,0.296189,0.473897
0.021000,0.296189,0.473897
0.043000,0.296189,0.473897
0.043000,0.296189,0.473897
0.033000,0.296189,0.473897
0.055000,0.296189,0.473897
0.055000,0.296189,0.473897
0.076000,0.296189,0.473897
0.097000,0.296189,0.473897
0.097000,0.296185,0.473751
0.119000,0.296185,0.473751
0.140000,0.296185,0.473751
0.161000,0.296185,0.473751
0.183000,0.296499,0.473859
0.204000,0.296499,0.473859
0.225000,0.296533,0.472877
0.268000,0.296533,0.472877
0.289000,0.296533,0.472877
0.311000,0.296846,0.472985
0.332000,0.296846,0.472985
0.353000,0.296533,0.472877
0.375000,0.296533,0.472877
0.396000,0.296567,0.471896
0.417000,0.296598,0.470767
0.460000,0.296318,0.469678
0.481000,0.296353,0.468697
0.503000,0.296068,0.467461
0.524000,0.295823,0.465392
0.545000,0.295606,0.462196
0.567000,0.295633,0.461070
0.588000,0.295345,0.459837
0.588000,0.295413,0.457877
0.609000,0.295121,0.455839
0.609000,0.294866,0.453631
0.631000,0.294690,0.450412
0.631000,0.294793,0.447477
0.652000,0.294590,0.443173
0.652000,0.294363,0.439995
0.673000,0.294170,0.435844
0.695000,0.293957,0.431557
0.695000,0.293741,0.427278
0.695000,0.293540,0.423147
0.716000,0.293316,0.418882
0.716000,0.293054,0.415595
0.737000,0.292756,0.413281
0.737000,0.292764,0.412175
0.759000,0.292422,0.411938
0.780000,0.292144,0.409770
0.780000,0.292156,0.407564
0.801000,0.292166,0.405361
0.801000,0.292523,0.402290
0.823000,0.292846,0.400182
0.823000,0.293244,0.397024
0.844000,0.293563,0.394915
0.844000,0.293881,0.392806
0.844000,0.294515,0.390784
0.865000,0.295196,0.388662
0.887000,0.295828,0.386633
0.887000,0.296536,0.383549
0.908000,0.297163,0.381516
0.908000,0.297841,0.379376
0.929000,0.298814,0.376473
0.929000,0.299811,0.374406
0.951000,0.300846,0.372492
0.972000,0.301788,0.370529
0.972000,0.302785,0.368448
0.993000,0.303754,0.367299
0.993000,0.305055,0.365574
1.015000,0.306052,0.363478
1.015000,0.307412,0.361635
1.015000,0.308732,0.359612
1.036000,0.310067,0.358697
1.036000,0.311388,0.356665
1.057000,0.313018,0.356753
1.079000,0.314721,0.356114
1.079000,0.316380,0.355280
1.100000,0.318040,0.354447
1.100000,0.320138,0.353789
1.121000,0.322163,0.353271
1.121000,0.324267,0.352642
1.143000,0.326335,0.352385
1.164000,0.328770,0.353040
1.164000,0.330921,0.352715
1.185000,0.333267,0.353549
1.185000,0.335423,0.354447
1.185000,0.337889,0.354319
1.207000,0.340317,0.355128
1.207000,0.342781,0.356249
1.228000,0.345200,0.358313
1.228000,0.347963,0.359640
1.249000,0.350515,0.360792
1.271000,0.353267,0.362217
1.271000,0.356152,0.363918
1.292000,0.359305,0.365495
1.292000,0.362433,0.368360
1.313000,0.365694,0.371569
1.313000,0.368844,0.373708
1.335000,0.372079,0.377104
1.335000,0.375203,0.379401
1.356000,0.378410,0.382975
1.356000,0.381638,0.385372
1.377000,0.384524,0.388959
1.377000,0.387441,0.391347
1.399000,0.390207,0.393837
1.399000,0.393047,0.397216
1.420000,0.395649,0.399625
1.420000,0.397807,0.401491
1.441000,0.400300,0.402714
1.463000,0.402377,0.403609
1.463000,0.404302,0.404554
1.484000,0.406068,0.405070
1.484000,0.407769,0.404575
1.505000,0.409193,0.405784
1.505000,0.410675,0.406168
1.505000,0.411882,0.405896
1.527000,0.413088,0.406117
1.548000,0.414295,0.405861
1.548000,0.415278,0.406436
1.569000,0.416485,0.406190
1.569000,0.417421,0.405758
1.591000,0.418193,0.405325
1.591000,0.418901,0.405717
1.612000,0.419404,0.404594
1.612000,0.420112,0.404987
1.633000,0.420385,0.404675
1.655000,0.420822,0.404874
1.655000,0.421596,0.403942
1.655000,0.422039,0.403123
1.676000,0.422812,0.402187
